change_id,issue_id,description,status,created_at
EC-00310,QI-11777,Engineering change addressing: material hardness below specification,approved,2026-07-15
EC-00311,QI-02899,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-06-19
EC-00312,QI-11134,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-03-25
EC-00313,QI-07353,Engineering change addressing: surface finish outside specification,in_progress,2026-03-12
EC-00314,QI-11096,Engineering change addressing: surface finish outside specification,proposed,2026-02-20
EC-00315,QI-02550,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-07-02
EC-00316,QI-00653,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-08-23
EC-00317,QI-10877,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-02-23
EC-00318,QI-00116,Engineering change addressing: material hardness below specification,in_progress,2026-01-22
EC-00319,QI-03937,Engineering change addressing: surface finish outside specification,implemented,2026-06-21
EC-00320,QI-01023,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-02-06
EC-00321,QI-06703,Engineering change addressing: material hardness below specification,proposed,2026-02-12
EC-00322,QI-08789,Engineering change addressing: surface finish outside specification,approved,2026-07-19
EC-00323,QI-01609,Engineering change addressing: material hardness below specification,proposed,2026-05-17
EC-00324,QI-06508,Engineering change addressing: material hardness below specification,approved,2026-08-27
EC-00325,QI-01538,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-08-23
EC-00326,QI-08190,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-05-04
EC-00327,QI-01693,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-02-02
EC-00328,QI-05438,Engineering change addressing: material hardness below specification,in_progress,2026-01-05
EC-00329,QI-01247,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-01-18
EC-00330,QI-06814,Engineering change addressing: material hardness below specification,implemented,2026-03-08
EC-00331,QI-06696,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-06-06
EC-00332,QI-03636,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-03-26
EC-00333,QI-11811,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-01-24
EC-00334,QI-06177,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-06-16
EC-00335,QI-05227,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-02-08
EC-00336,QI-07981,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-03-24
EC-00337,QI-05945,Engineering change addressing: material hardness below specification,in_progress,2026-04-22
EC-00338,QI-00249,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-03-27
EC-00339,QI-06753,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-06-24
EC-00340,QI-06044,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-01-14
EC-00341,QI-01820,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-04-18
EC-00342,QI-07346,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-05-07
EC-00343,QI-05796,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-01-17
EC-00344,QI-05096,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-03-19
EC-00345,QI-04467,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-02-17
EC-00346,QI-11999,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-05-16
EC-00347,QI-08973,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-02-25
EC-00348,QI-03743,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-08-07
EC-00349,QI-04522,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-01-08
EC-00350,QI-01985,Engineering change addressing: surface finish outside specification,in_progress,2026-03-21
EC-00351,QI-05266,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-03-09
EC-00352,QI-01616,Engineering change addressing: seal leakage detected during pressure test,approved,2026-06-14
EC-00353,QI-06720,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-06-27
EC-00354,QI-02881,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-08-13
EC-00355,QI-04758,Engineering change addressing: surface finish outside specification,in_progress,2026-05-08
EC-00356,QI-00966,Engineering change addressing: surface finish outside specification,implemented,2026-05-02
EC-00357,QI-06772,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-07-19
EC-00358,QI-03235,Engineering change addressing: seal leakage detected during pressure test,approved,2026-03-24
EC-00359,QI-10827,Engineering change addressing: seal leakage detected during pressure test,approved,2026-04-02
EC-00360,QI-04694,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-07-27
EC-00361,QI-03732,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-01-12
EC-00362,QI-09835,Engineering change addressing: material hardness below specification,implemented,2026-06-08
EC-00363,QI-09917,Engineering change addressing: surface finish outside specification,implemented,2026-03-13
EC-00364,QI-09536,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-04-02
EC-00365,QI-03587,Engineering change addressing: material hardness below specification,proposed,2026-08-03
EC-00366,QI-01650,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-02-07
EC-00367,QI-08902,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-08-08
EC-00368,QI-05112,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-05-19
EC-00369,QI-00952,Engineering change addressing: material hardness below specification,approved,2026-08-08
EC-00370,QI-06375,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-04-23
EC-00371,QI-05158,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-01-12
EC-00372,QI-04507,Engineering change addressing: surface finish outside specification,in_progress,2026-06-25
EC-00373,QI-06487,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-01-05
EC-00374,QI-07571,Engineering change addressing: material hardness below specification,in_progress,2026-08-24
EC-00375,QI-08533,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-03-19
EC-00376,QI-04641,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-08-27
EC-00377,QI-07644,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-05-24
EC-00378,QI-04235,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-06-07
EC-00379,QI-04955,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-02-12
EC-00380,QI-09579,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-04-25
EC-00381,QI-09846,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-03-16
EC-00382,QI-08265,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-08-26
EC-00383,QI-10861,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-03-20
EC-00384,QI-06314,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-05-18
