issue_id,part_id,factory_id,summary,severity,status,defect_rate_percent,detected_at
QI-00279,PART-03654,FAC-019,Seal leakage detected during pressure test,low,open,4.88,2026-02-11
QI-00280,PART-04639,FAC-014,Material hardness below specification,high,engineering_review,6.03,2026-06-17
QI-00281,PART-03774,FAC-005,Intermittent sensor reading failure under load,medium,resolved,6.98,2026-06-26
QI-00282,PART-04350,FAC-022,Intermittent sensor reading failure under load,high,open,5.15,2026-03-25
QI-00283,PART-03873,FAC-003,Fastener torque inconsistency observed on assembly line,critical,resolved,5.78,2026-04-06
QI-00284,PART-03626,FAC-027,Intermittent sensor reading failure under load,low,engineering_review,11.67,2026-06-15
QI-00285,PART-04259,FAC-020,Dimensional deviation detected during incoming inspection,high,engineering_review,9.2,2026-02-12
QI-00286,PART-01146,FAC-026,Intermittent sensor reading failure under load,high,investigating,3.46,2026-01-01
QI-00287,PART-01746,FAC-012,Fastener torque inconsistency observed on assembly line,high,investigating,10.91,2026-08-01
QI-00288,PART-02968,FAC-014,Material hardness below specification,critical,engineering_review,7.86,2026-07-10
QI-00289,PART-00728,FAC-013,Fastener torque inconsistency observed on assembly line,low,engineering_review,3.98,2026-07-24
QI-00290,PART-00154,FAC-035,Intermittent sensor reading failure under load,high,engineering_review,0.76,2026-02-11
QI-00291,PART-04256,FAC-002,Dimensional deviation detected during incoming inspection,low,open,1.62,2026-05-08
QI-00292,PART-00836,FAC-010,Surface finish outside specification,high,open,5.39,2026-05-06
QI-00293,PART-00389,FAC-013,Seal leakage detected during pressure test,high,investigating,7.44,2026-01-06
QI-00294,PART-04590,FAC-009,Intermittent sensor reading failure under load,high,investigating,4.99,2026-01-04
QI-00295,PART-02669,FAC-023,Surface finish outside specification,high,resolved,7.33,2026-06-21
QI-00296,PART-02506,FAC-021,Intermittent sensor reading failure under load,high,resolved,3.31,2026-07-19
QI-00297,PART-04864,FAC-037,Fastener torque inconsistency observed on assembly line,critical,open,8.45,2026-05-27
QI-00298,PART-03152,FAC-004,Surface finish outside specification,medium,investigating,4.56,2026-01-27
QI-00299,PART-00038,FAC-028,Material hardness below specification,medium,investigating,5.73,2026-02-28
QI-00300,PART-01386,FAC-036,Surface finish outside specification,low,open,4.51,2026-08-18
QI-00301,PART-01477,FAC-031,Seal leakage detected during pressure test,low,engineering_review,9.61,2026-08-28
QI-00302,PART-03306,FAC-001,Intermittent sensor reading failure under load,low,engineering_review,5.19,2026-06-13
QI-00303,PART-02840,FAC-022,Surface finish outside specification,medium,investigating,8.84,2026-04-14
QI-00304,PART-02458,FAC-003,Surface finish outside specification,high,open,11.43,2026-08-26
QI-00305,PART-04961,FAC-011,Intermittent sensor reading failure under load,medium,investigating,10.68,2026-02-08
QI-00306,PART-02389,FAC-019,Seal leakage detected during pressure test,medium,resolved,5.89,2026-01-06
QI-00307,PART-01732,FAC-017,Material hardness below specification,high,engineering_review,7.5,2026-03-03
QI-00308,PART-00555,FAC-008,Surface finish outside specification,medium,investigating,11.4,2026-04-20
QI-00309,PART-03436,FAC-001,Intermittent sensor reading failure under load,low,engineering_review,4.83,2026-08-17
QI-00310,PART-02801,FAC-031,Intermittent sensor reading failure under load,high,investigating,7.62,2026-03-18
QI-00311,PART-02712,FAC-018,Material hardness below specification,high,engineering_review,11.76,2026-07-18
QI-00312,PART-01575,FAC-001,Fastener torque inconsistency observed on assembly line,low,engineering_review,10.84,2026-06-14
QI-00313,PART-02898,FAC-017,Seal leakage detected during pressure test,low,open,10.09,2026-04-02
QI-00314,PART-00233,FAC-023,Material hardness below specification,low,investigating,4.32,2026-06-13
QI-00315,PART-03188,FAC-019,Material hardness below specification,high,resolved,11.59,2026-08-10
QI-00316,PART-04794,FAC-012,Fastener torque inconsistency observed on assembly line,medium,investigating,5.17,2026-03-01
QI-00317,PART-01654,FAC-022,Fastener torque inconsistency observed on assembly line,low,resolved,6.28,2026-06-11
QI-00318,PART-04771,FAC-002,Surface finish outside specification,low,investigating,6.74,2026-05-01
QI-00319,PART-03308,FAC-003,Intermittent sensor reading failure under load,low,investigating,8.77,2026-08-23
QI-00320,PART-02950,FAC-020,Dimensional deviation detected during incoming inspection,critical,engineering_review,11.31,2026-05-21
QI-00321,PART-03520,FAC-016,Intermittent sensor reading failure under load,low,engineering_review,0.36,2026-05-06
QI-00322,PART-00451,FAC-026,Intermittent sensor reading failure under load,high,open,10.61,2026-01-21
QI-00323,PART-02081,FAC-033,Surface finish outside specification,critical,investigating,2.47,2026-03-08
QI-00324,PART-00485,FAC-014,Intermittent sensor reading failure under load,low,engineering_review,2.43,2026-07-05
QI-00325,PART-04875,FAC-012,Dimensional deviation detected during incoming inspection,low,open,5.13,2026-01-11
QI-00326,PART-04913,FAC-013,Seal leakage detected during pressure test,low,investigating,1.9,2026-08-14
QI-00327,PART-03305,FAC-018,Material hardness below specification,medium,investigating,0.78,2026-08-19
QI-00328,PART-04593,FAC-020,Dimensional deviation detected during incoming inspection,high,engineering_review,2.2,2026-02-18
QI-00329,PART-00816,FAC-035,Material hardness below specification,low,engineering_review,4.55,2026-07-02
QI-00330,PART-01173,FAC-022,Material hardness below specification,critical,resolved,1.22,2026-01-10
QI-00331,PART-03980,FAC-024,Surface finish outside specification,medium,open,4.41,2026-06-15
QI-00332,PART-03490,FAC-004,Intermittent sensor reading failure under load,high,engineering_review,3.62,2026-04-17
QI-00333,PART-03785,FAC-003,Surface finish outside specification,high,open,0.38,2026-04-04
QI-00334,PART-04180,FAC-011,Seal leakage detected during pressure test,medium,investigating,10.15,2026-01-04
QI-00335,PART-00137,FAC-001,Seal leakage detected during pressure test,low,engineering_review,10.51,2026-08-10
QI-00336,PART-04844,FAC-002,Dimensional deviation detected during incoming inspection,low,open,2.49,2026-06-13
QI-00337,PART-04971,FAC-014,Dimensional deviation detected during incoming inspection,high,open,8.66,2026-04-23
QI-00338,PART-02909,FAC-032,Fastener torque inconsistency observed on assembly line,critical,engineering_review,1.77,2026-06-22
QI-00339,PART-04309,FAC-006,Material hardness below specification,high,resolved,6.67,2026-02-27
QI-00340,PART-01685,FAC-018,Seal leakage detected during pressure test,high,resolved,10.97,2026-01-09
QI-00341,PART-04549,FAC-028,Intermittent sensor reading failure under load,low,engineering_review,5.17,2026-05-08
QI-00342,PART-03258,FAC-006,Material hardness below specification,low,engineering_review,2.73,2026-01-15
QI-00343,PART-01329,FAC-016,Dimensional deviation detected during incoming inspection,medium,engineering_review,11.59,2026-02-07
QI-00344,PART-01866,FAC-004,Material hardness below specification,low,engineering_review,11.33,2026-04-04
QI-00345,PART-04679,FAC-003,Intermittent sensor reading failure under load,high,investigating,7.74,2026-06-19
QI-00346,PART-02303,FAC-029,Dimensional deviation detected during incoming inspection,low,investigating,8.67,2026-05-24
QI-00347,PART-03801,FAC-005,Seal leakage detected during pressure test,low,resolved,8.3,2026-04-06
QI-00348,PART-00430,FAC-036,Surface finish outside specification,high,engineering_review,2.13,2026-01-27
QI-00349,PART-04180,FAC-011,Material hardness below specification,low,resolved,3.8,2026-03-21
QI-00350,PART-00922,FAC-015,Fastener torque inconsistency observed on assembly line,low,investigating,9.5,2026-04-06
QI-00351,PART-02429,FAC-006,Intermittent sensor reading failure under load,medium,open,10.03,2026-01-12
QI-00352,PART-04839,FAC-012,Seal leakage detected during pressure test,critical,open,4.37,2026-08-27
QI-00353,PART-00887,FAC-016,Fastener torque inconsistency observed on assembly line,high,resolved,8.21,2026-04-12
QI-00354,PART-00471,FAC-033,Intermittent sensor reading failure under load,critical,engineering_review,1.71,2026-03-05
QI-00355,PART-00456,FAC-009,Material hardness below specification,high,resolved,10.44,2026-05-02
QI-00356,PART-00855,FAC-015,Dimensional deviation detected during incoming inspection,high,resolved,10.99,2026-02-21
QI-00357,PART-04883,FAC-001,Fastener torque inconsistency observed on assembly line,high,resolved,9.48,2026-01-16
QI-00358,PART-01738,FAC-028,Surface finish outside specification,high,engineering_review,2.94,2026-01-18
QI-00359,PART-02175,FAC-006,Intermittent sensor reading failure under load,low,engineering_review,4.42,2026-02-26
QI-00360,PART-04763,FAC-020,Dimensional deviation detected during incoming inspection,critical,engineering_review,10.13,2026-03-13
QI-00361,PART-04606,FAC-017,Seal leakage detected during pressure test,medium,engineering_review,8.76,2026-07-25
QI-00362,PART-03245,FAC-030,Material hardness below specification,high,open,1.61,2026-02-22
QI-00363,PART-02020,FAC-016,Intermittent sensor reading failure under load,low,investigating,2.0,2026-02-03
QI-00364,PART-02535,FAC-011,Surface finish outside specification,low,engineering_review,5.33,2026-03-11
QI-00365,PART-01924,FAC-012,Material hardness below specification,high,engineering_review,11.98,2026-05-10
QI-00366,PART-00183,FAC-014,Surface finish outside specification,high,open,1.12,2026-04-10
QI-00367,PART-01786,FAC-023,Intermittent sensor reading failure under load,critical,resolved,10.36,2026-07-11
QI-00368,PART-01257,FAC-026,Intermittent sensor reading failure under load,medium,investigating,5.12,2026-08-15
QI-00369,PART-02508,FAC-013,Surface finish outside specification,low,open,9.51,2026-07-04
QI-00370,PART-04480,FAC-014,Seal leakage detected during pressure test,low,engineering_review,0.83,2026-02-07
QI-00371,PART-03524,FAC-018,Material hardness below specification,low,open,8.38,2026-03-28
QI-00372,PART-01621,FAC-027,Surface finish outside specification,high,resolved,2.55,2026-02-15
QI-00373,PART-04119,FAC-031,Seal leakage detected during pressure test,critical,open,9.66,2026-04-20
QI-00374,PART-00378,FAC-014,Seal leakage detected during pressure test,medium,resolved,10.24,2026-08-23
QI-00375,PART-04020,FAC-026,Surface finish outside specification,high,resolved,4.2,2026-05-03
QI-00376,PART-03228,FAC-019,Fastener torque inconsistency observed on assembly line,medium,open,3.25,2026-02-03
QI-00377,PART-02317,FAC-004,Intermittent sensor reading failure under load,critical,resolved,8.53,2026-03-02
QI-00378,PART-03779,FAC-011,Surface finish outside specification,low,open,6.65,2026-06-24
QI-00379,PART-02767,FAC-024,Intermittent sensor reading failure under load,medium,engineering_review,9.6,2026-05-21
QI-00380,PART-03992,FAC-007,Intermittent sensor reading failure under load,high,investigating,9.1,2026-02-27
QI-00381,PART-01647,FAC-001,Dimensional deviation detected during incoming inspection,critical,open,6.81,2026-06-08
QI-00382,PART-03815,FAC-006,Seal leakage detected during pressure test,medium,investigating,9.44,2026-04-10
QI-00383,PART-03384,FAC-011,Material hardness below specification,critical,open,6.42,2026-07-27
QI-00384,PART-01575,FAC-001,Material hardness below specification,critical,resolved,3.7,2026-02-16
QI-00385,PART-00622,FAC-022,Seal leakage detected during pressure test,medium,open,5.93,2026-01-04
QI-00386,PART-00357,FAC-017,Seal leakage detected during pressure test,high,open,2.28,2026-03-13
QI-00387,PART-04518,FAC-013,Material hardness below specification,critical,investigating,9.88,2026-02-17
QI-00388,PART-04220,FAC-007,Surface finish outside specification,medium,resolved,1.1,2026-05-15
QI-00389,PART-02064,FAC-008,Fastener torque inconsistency observed on assembly line,high,open,10.36,2026-03-14
QI-00390,PART-01810,FAC-010,Dimensional deviation detected during incoming inspection,high,investigating,3.76,2026-04-06
QI-00391,PART-04008,FAC-003,Intermittent sensor reading failure under load,medium,investigating,12.0,2026-05-18
QI-00392,PART-00632,FAC-025,Material hardness below specification,high,investigating,8.86,2026-06-22
QI-00393,PART-04798,FAC-003,Intermittent sensor reading failure under load,critical,resolved,10.94,2026-03-26
QI-00394,PART-01006,FAC-006,Dimensional deviation detected during incoming inspection,medium,engineering_review,3.74,2026-08-26
QI-00395,PART-03872,FAC-018,Fastener torque inconsistency observed on assembly line,medium,resolved,6.83,2026-08-15
QI-00396,PART-03361,FAC-006,Dimensional deviation detected during incoming inspection,low,engineering_review,1.16,2026-01-05
QI-00397,PART-04898,FAC-008,Material hardness below specification,low,investigating,7.93,2026-03-16
QI-00398,PART-02151,FAC-024,Surface finish outside specification,medium,resolved,10.81,2026-03-16
QI-00399,PART-03053,FAC-029,Surface finish outside specification,critical,engineering_review,11.87,2026-05-11
QI-00400,PART-02476,FAC-002,Dimensional deviation detected during incoming inspection,medium,open,8.59,2026-02-26
QI-00401,PART-00091,FAC-016,Fastener torque inconsistency observed on assembly line,high,investigating,6.74,2026-06-22
QI-00402,PART-03960,FAC-018,Surface finish outside specification,low,investigating,8.32,2026-02-15
QI-00403,PART-02578,FAC-029,Dimensional deviation detected during incoming inspection,medium,resolved,3.45,2026-06-21
QI-00404,PART-03640,FAC-005,Dimensional deviation detected during incoming inspection,low,engineering_review,6.12,2026-06-28
QI-00405,PART-03454,FAC-030,Seal leakage detected during pressure test,low,investigating,0.49,2026-07-22
QI-00406,PART-04588,FAC-003,Surface finish outside specification,high,open,1.6,2026-07-16
QI-00407,PART-03886,FAC-009,Material hardness below specification,low,engineering_review,4.6,2026-08-15
QI-00408,PART-04753,FAC-020,Dimensional deviation detected during incoming inspection,critical,resolved,7.02,2026-02-22
QI-00409,PART-03849,FAC-012,Fastener torque inconsistency observed on assembly line,high,investigating,6.32,2026-01-27
QI-00410,PART-04786,FAC-012,Seal leakage detected during pressure test,medium,open,7.42,2026-06-13
QI-00411,PART-04600,FAC-030,Dimensional deviation detected during incoming inspection,low,resolved,2.89,2026-08-14
QI-00412,PART-00062,FAC-012,Surface finish outside specification,high,investigating,9.94,2026-03-03
QI-00413,PART-01742,FAC-013,Intermittent sensor reading failure under load,critical,investigating,5.84,2026-03-15
